date,symbol,marketcapname,sector
16-05-2022,AUTOBEES,Smallcap,Indices
16-05-2022,ALLDIGI,Smallcap,I.T
17-05-2022,BAJAJELEC,Midcap,FMCG
17-05-2022,SALONA,Smallcap,Textiles
17-05-2022,AUTOAXLES,Smallcap,Auto
17-05-2022,TTKHLTCARE,Smallcap,Miscellaneous
17-05-2022,HONDAPOWER,Smallcap,FMCG
17-05-2022,SAKAR,Smallcap,Pharmaceuticals
17-05-2022,INDOCO,Smallcap,Pharmaceuticals
18-05-2022,SUDARSCHEM,Midcap,Industrials
18-05-2022,SECURKLOUD,Smallcap,I.T
18-05-2022,NUCLEUS,Smallcap,I.T
18-05-2022,WOCKPHARMA,Largecap,Pharmaceuticals
18-05-2022,DATAMATICS,Smallcap,I.T
19-05-2022,JKLAKSHMI,Midcap,Industrials
19-05-2022,UCAL,Smallcap,Auto
19-05-2022,PANACEABIO,Smallcap,Pharmaceuticals
19-05-2022,EMKAY,Smallcap,Services
20-05-2022,SURYAROSNI,Midcap,Metals
20-05-2022,JKLAKSHMI,Midcap,Industrials
20-05-2022,MANGLMCEM,Smallcap,Industrials
20-05-2022,WELCORP,Midcap,Metals
20-05-2022,WELENT,Midcap,Realty
20-05-2022,RML,Smallcap,Auto
20-05-2022,WELINV,Smallcap,Finance
20-05-2022,CHEMCON,Smallcap,Industrials
23-05-2022,SEQUENT,Smallcap,Pharmaceuticals
23-05-2022,NILKAMAL,Smallcap,FMCG
23-05-2022,MAHLOG,Smallcap,Services
23-05-2022,REPRO,Smallcap,Miscellaneous
23-05-2022,BROOKS,Smallcap,Pharmaceuticals
23-05-2022,VRLLOG,Smallcap,Services
24-05-2022,HARRMALAYA,Smallcap,FMCG
24-05-2022,MAZDA,Smallcap,FMCG
24-05-2022,GROBTEA,Smallcap,FMCG
24-05-2022,HIKAL,Smallcap,Pharmaceuticals
24-05-2022,SHILPAMED,Midcap,Pharmaceuticals
25-05-2022,HINDZINC,Largecap,Metals
25-05-2022,SEMAC,Smallcap,Realty
25-05-2022,BAYERCROP,Largecap,Industrials
25-05-2022,LUMAXIND,Smallcap,Auto
25-05-2022,ASTERDM,Largecap,Pharmaceuticals
26-05-2022,TORNTPHARM,Largecap,Pharmaceuticals
26-05-2022,ITI,Largecap,Aerospace & Defence
26-05-2022,AIAENG,Largecap,Industrials
26-05-2022,THYROCARE,Smallcap,Pharmaceuticals
27-05-2022,BANCOINDIA,Midcap,Auto
27-05-2022,GODREJIND,Largecap,Industrials
27-05-2022,JINDALPOLY,Smallcap,Textiles
27-05-2022,STYRENIX,Smallcap,Oils
27-05-2022,ASTRAZEN,Midcap,Pharmaceuticals
27-05-2022,TCPLPACK,Smallcap,Services
27-05-2022,UNIVPHOTO,Smallcap,Miscellaneous
27-05-2022,APARINDS,Largecap,FMCG
27-05-2022,AWHCL,Smallcap,Miscellaneous
30-05-2022,HISARMETAL,Smallcap,Metals
30-05-2022,BANCOINDIA,Midcap,Auto
30-05-2022,WENDT,Smallcap,FMCG
30-05-2022,UNICHEMLAB,Smallcap,Pharmaceuticals
30-05-2022,3MINDIA,Largecap,Miscellaneous
30-05-2022,SHALBY,Smallcap,Pharmaceuticals
30-05-2022,FINEORG,Midcap,Industrials
30-05-2022,UNIVPHOTO,Smallcap,Miscellaneous
31-05-2022,SUPERHOUSE,Smallcap,FMCG
31-05-2022,NATCOPHARM,Largecap,Pharmaceuticals
31-05-2022,HDFCAMC,Largecap,Finance
31-05-2022,ARMANFIN,Smallcap,Finance
31-05-2022,INTENTECH,Smallcap,I.T
31-05-2022,MANGALAM,Smallcap,Pharmaceuticals
31-05-2022,FIEMIND,Smallcap,Auto
31-05-2022,SRHHYPOLTD,Smallcap,Industrials
31-05-2022,KNRCON,Midcap,Realty
31-05-2022,PGEL,Largecap,FMCG
31-05-2022,MONTECARLO,Smallcap,Textiles
01-06-2022,GANGESSECU,Smallcap,Finance
01-06-2022,GICRE,Largecap,Services
01-06-2022,MMP,Smallcap,Metals
01-06-2022,HAPPSTMNDS,Midcap,I.T
01-06-2022,PFOCUS,Smallcap,Media
01-06-2022,PGEL,Largecap,FMCG
02-06-2022,GREAVESCOT,Midcap,FMCG
02-06-2022,CREST,Smallcap,Finance
02-06-2022,IZMO,Smallcap,I.T
02-06-2022,RELIGARE,Midcap,Finance
02-06-2022,NURECA,Smallcap,I.T
03-06-2022,FORCEMOT,Midcap,Auto
03-06-2022,TOKYOPLAST,Smallcap,FMCG
03-06-2022,IFBAGRO,Smallcap,FMCG
03-06-2022,SANDESH,Smallcap,Media
03-06-2022,RPSGVENT,Smallcap,I.T
03-06-2022,ITDC,Midcap,Services
03-06-2022,KIRIINDUS,Smallcap,Industrials
06-06-2022,SOTL,Smallcap,Oils
06-06-2022,GALLANTT,Midcap,Metals
06-06-2022,JPOLYINVST,Smallcap,Finance
06-06-2022,GLS,Midcap,Pharmaceuticals
07-06-2022,PKTEA,Smallcap,FMCG
07-06-2022,NGIL,Smallcap,FMCG
07-06-2022,RAMCOIND,Smallcap,Industrials
07-06-2022,NDTV,Smallcap,Media
08-06-2022,FMGOETZE,Smallcap,Auto
08-06-2022,ASIANENE,Smallcap,Oils
08-06-2022,BESTAGRO,Smallcap,Industrials
08-06-2022,PNBHOUSING,Largecap,Finance
09-06-2022,IFBIND,Midcap,FMCG
09-06-2022,HITECHCORP,Smallcap,Services
09-06-2022,BROOKS,Smallcap,Pharmaceuticals
09-06-2022,CARTRADE,Midcap,FMCG
09-06-2022,PNBHOUSING,Largecap,Finance
10-06-2022,OAL,Smallcap,Industrials
10-06-2022,MARATHON,Smallcap,Realty
10-06-2022,IOLCP,Smallcap,Pharmaceuticals
10-06-2022,WELENT,Midcap,Realty
10-06-2022,IIFL,Midcap,Finance
10-06-2022,V2RETAIL,Midcap,FMCG
13-06-2022,MARATHON,Smallcap,Realty
13-06-2022,UNITEDTEA,Smallcap,FMCG
13-06-2022,RAJESHEXPO,Midcap,Miscellaneous
14-06-2022,BBOX,Midcap,I.T
14-06-2022,DYNAMATECH,Midcap,FMCG
14-06-2022,KEYFINSERV,Smallcap,Finance
14-06-2022,SHILPAMED,Midcap,Pharmaceuticals
14-06-2022,XELPMOC,Smallcap,I.T
15-06-2022,KIRLOSBROS,Midcap,FMCG
15-06-2022,TTKHLTCARE,Smallcap,Miscellaneous
15-06-2022,ARIHANTCAP,Smallcap,Services
15-06-2022,KEYFINSERV,Smallcap,Finance
15-06-2022,RAMCOSYS,Smallcap,I.T
15-06-2022,VIJAYA,Midcap,Pharmaceuticals
15-06-2022,SHK,Smallcap,Industrials
16-06-2022,BHARATGEAR,Smallcap,Auto
16-06-2022,RAMCOSYS,Smallcap,I.T
17-06-2022,ATFL,Smallcap,FMCG
17-06-2022,KOHINOOR,Smallcap,FMCG
17-06-2022,KIOCL,Largecap,Industrials
20-06-2022,ITI,Largecap,Aerospace & Defence
21-06-2022,ASIANHOTNR,Smallcap,Services
21-06-2022,FACT,Largecap,Industrials
21-06-2022,GOACARBON,Smallcap,Oils
21-06-2022,ASAHIINDIA,Midcap,Industrials
21-06-2022,3MINDIA,Largecap,Miscellaneous
21-06-2022,CRAFTSMAN,Midcap,Auto
22-06-2022,ITI,Largecap,Aerospace & Defence
22-06-2022,MATRIMONY,Smallcap,Miscellaneous
23-06-2022,RESPONIND,Midcap,FMCG
23-06-2022,SUBROS,Smallcap,Auto
23-06-2022,GANGESSECU,Smallcap,Finance
23-06-2022,SPANDANA,Smallcap,Finance
23-06-2022,ALLDIGI,Smallcap,I.T
23-06-2022,TRITURBINE,Largecap,FMCG
24-06-2022,MUNJALSHOW,Smallcap,Auto
24-06-2022,ICIL,Midcap,Textiles
24-06-2022,SOLARA,Smallcap,Pharmaceuticals
24-06-2022,AHLADA,Smallcap,Metals
27-06-2022,DMCC,Smallcap,Industrials
27-06-2022,GANDHITUBE,Smallcap,Metals
27-06-2022,CARBORUNIV,Largecap,FMCG
27-06-2022,GUJAPOLLO,Smallcap,FMCG
27-06-2022,NGIL,Smallcap,FMCG
27-06-2022,LIKHITHA,Smallcap,Realty
27-06-2022,ARIES,Smallcap,Industrials
27-06-2022,MONTECARLO,Smallcap,Textiles
27-06-2022,VALIANTORG,Smallcap,Industrials
28-06-2022,FORCEMOT,Midcap,Auto
28-06-2022,TALBROAUTO,Smallcap,Auto
28-06-2022,RANEHOLDIN,Smallcap,Finance
28-06-2022,KABRAEXTRU,Smallcap,FMCG
28-06-2022,SANDHAR,Smallcap,Auto
28-06-2022,RML,Smallcap,Auto
28-06-2022,RUCHIRA,Smallcap,Industrials
28-06-2022,MAANALU,Smallcap,Metals
28-06-2022,RBL,Smallcap,Auto
28-06-2022,RANEENGINE,Smallcap,Auto
29-06-2022,CREST,Smallcap,Finance
29-06-2022,HIMATSEIDE,Smallcap,Textiles
29-06-2022,ROTO,Smallcap,FMCG
29-06-2022,TASTYBITE,Smallcap,FMCG
29-06-2022,ORIENTBELL,Smallcap,Industrials
29-06-2022,MAANALU,Smallcap,Metals
30-06-2022,ORIENTBELL,Smallcap,Industrials
01-07-2022,TOUCHWOOD,Smallcap,Media
01-07-2022,MAXIND,Smallcap,Finance
04-07-2022,AUTOAXLES,Smallcap,Auto
04-07-2022,PAR,Smallcap,Pharmaceuticals
04-07-2022,POKARNA,Smallcap,Miscellaneous
04-07-2022,RSYSTEMS,Midcap,I.T
04-07-2022,TARSONS,Smallcap,Miscellaneous
04-07-2022,DBL,Midcap,Realty
05-07-2022,SUNDRMBRAK,Smallcap,Auto
05-07-2022,ASTRAZEN,Midcap,Pharmaceuticals
05-07-2022,MANORG,Smallcap,Industrials
05-07-2022,ADORWELD,Smallcap,FMCG
05-07-2022,ELGIEQUIP,Midcap,FMCG
05-07-2022,STEL,Smallcap,Finance
05-07-2022,KILITCH,Smallcap,Pharmaceuticals
05-07-2022,SMLT,Smallcap,Metals
05-07-2022,IRIS,Smallcap,I.T
05-07-2022,PAR,Smallcap,Pharmaceuticals
05-07-2022,SMARTLINK,Smallcap,Finance
06-07-2022,RESPONIND,Midcap,FMCG
06-07-2022,SUBROS,Smallcap,Auto
06-07-2022,PLASTIBLEN,Smallcap,Industrials
06-07-2022,LFIC,Smallcap,Finance
06-07-2022,SINTERCOM,Smallcap,Auto
06-07-2022,TVSELECT,Smallcap,I.T
06-07-2022,KIRIINDUS,Smallcap,Industrials
06-07-2022,SHK,Smallcap,Industrials
07-07-2022,SURYAROSNI,Midcap,Metals
07-07-2022,AJMERA,Smallcap,Realty
07-07-2022,BUTTERFLY,Smallcap,FMCG
07-07-2022,LFIC,Smallcap,Finance
07-07-2022,JUBLPHARMA,Midcap,Pharmaceuticals
07-07-2022,SOBHA,Midcap,Realty
07-07-2022,LUMAXTECH,Smallcap,Auto
07-07-2022,TIIL,Midcap,Metals
07-07-2022,SRHHYPOLTD,Smallcap,Industrials
07-07-2022,AMIORG,Midcap,Pharmaceuticals
08-07-2022,SHAILY,Midcap,FMCG
08-07-2022,RELCHEMQ,Smallcap,Textiles
08-07-2022,KEYFINSERV,Smallcap,Finance
08-07-2022,WORTH,Smallcap,Services
08-07-2022,NUCLEUS,Smallcap,I.T
08-07-2022,NDTV,Smallcap,Media
08-07-2022,UTTAMSUGAR,Smallcap,FMCG
08-07-2022,SMSPHARMA,Smallcap,Pharmaceuticals
08-07-2022,RATEGAIN,Midcap,I.T
11-07-2022,COASTCORP,Smallcap,Miscellaneous
11-07-2022,MINDTECK,Smallcap,I.T
11-07-2022,CHEMCON,Smallcap,Industrials
12-07-2022,ITI,Largecap,Aerospace & Defence
12-07-2022,BANARBEADS,Smallcap,Industrials
12-07-2022,AARON,Smallcap,FMCG
12-07-2022,AHLUCONT,Midcap,Realty
12-07-2022,DLINKINDIA,Smallcap,Services
13-07-2022,BASF,Largecap,Industrials
13-07-2022,TOKYOPLAST,Smallcap,FMCG
13-07-2022,MHLXMIRU,Smallcap,Textiles
13-07-2022,ONWARDTEC,Smallcap,I.T
13-07-2022,SHILPAMED,Midcap,Pharmaceuticals
13-07-2022,FDC,Midcap,Pharmaceuticals
13-07-2022,CYBERTECH,Smallcap,I.T
13-07-2022,IZMO,Smallcap,I.T
13-07-2022,XCHANGING,Smallcap,I.T
13-07-2022,KEC,Largecap,Realty
13-07-2022,BGRENERGY,Smallcap,Realty
13-07-2022,CARERATING,Smallcap,Miscellaneous
13-07-2022,PARAGMILK,Smallcap,FMCG
14-07-2022,HINDZINC,Largecap,Metals
14-07-2022,LYKALABS,Smallcap,Pharmaceuticals
14-07-2022,GRPLTD,Smallcap,FMCG
14-07-2022,BUTTERFLY,Smallcap,FMCG
14-07-2022,NEULANDLAB,Midcap,Pharmaceuticals
14-07-2022,BALPHARMA,Smallcap,Pharmaceuticals
14-07-2022,EIFFL,Smallcap,FMCG
14-07-2022,SMSPHARMA,Smallcap,Pharmaceuticals
15-07-2022,INGERRAND,Midcap,FMCG
15-07-2022,BLISSGVS,Smallcap,Pharmaceuticals
15-07-2022,TAINWALCHM,Smallcap,Services
15-07-2022,GRPLTD,Smallcap,FMCG
15-07-2022,MUTHOOTCAP,Smallcap,Finance
15-07-2022,EIHAHOTELS,Smallcap,Services
15-07-2022,SUPERHOUSE,Smallcap,FMCG
15-07-2022,MAHAPEXLTD,Smallcap,Finance
15-07-2022,KREBSBIO,Smallcap,Pharmaceuticals
15-07-2022,ASTERDM,Largecap,Pharmaceuticals
15-07-2022,SYNGENE,Largecap,Pharmaceuticals
15-07-2022,VETO,Smallcap,FMCG
18-07-2022,VTL,Midcap,Textiles
18-07-2022,PODDARHOUS,Smallcap,Realty
18-07-2022,AARVI,Smallcap,Miscellaneous
18-07-2022,ICRA,Midcap,Miscellaneous
18-07-2022,UTISENSETF,Smallcap,Indices
18-07-2022,QUICKHEAL,Smallcap,I.T
19-07-2022,GESHIP,Midcap,Services
19-07-2022,TTKPRESTIG,Midcap,FMCG
19-07-2022,MEGASTAR,Smallcap,FMCG
19-07-2022,GEPIL,Smallcap,Realty
19-07-2022,OMAXE,Smallcap,Realty
19-07-2022,REPCOHOME,Smallcap,Finance
19-07-2022,ADVENZYMES,Smallcap,Pharmaceuticals
20-07-2022,ASIANHOTNR,Smallcap,Services
20-07-2022,CONTROLPR,Smallcap,I.T
20-07-2022,MENONBE,Smallcap,Auto
20-07-2022,INDOBORAX,Smallcap,Industrials
20-07-2022,RAMCOSYS,Smallcap,I.T
20-07-2022,ASTRAMICRO,Midcap,Aerospace & Defence
20-07-2022,CENTURYPLY,Midcap,Plywood Boards/Laminates
20-07-2022,RBL,Smallcap,Auto
20-07-2022,LXCHEM,Midcap,Industrials
20-07-2022,PNBHOUSING,Largecap,Finance
21-07-2022,AEGISLOG,Largecap,Services
21-07-2022,AGI,Midcap,Services
21-07-2022,TATACOMM,Largecap,Telecom
21-07-2022,ASPINWALL,Smallcap,Services
21-07-2022,MITCON,Smallcap,Miscellaneous
21-07-2022,SONATSOFTW,Midcap,I.T
21-07-2022,RML,Smallcap,Auto
21-07-2022,REPRO,Smallcap,Miscellaneous
21-07-2022,AUTOIND,Smallcap,Auto
21-07-2022,ONMOBILE,Smallcap,Telecom
22-07-2022,SFL,Midcap,FMCG
22-07-2022,ATUL,Midcap,Industrials
22-07-2022,FOSECOIND,Smallcap,Industrials
22-07-2022,GSFC,Midcap,Industrials
22-07-2022,NCLIND,Smallcap,Industrials
22-07-2022,APCL,Smallcap,Industrials
22-07-2022,ASPINWALL,Smallcap,Services
22-07-2022,INDOAMIN,Smallcap,Industrials
22-07-2022,SHIVAMILLS,Smallcap,Textiles
22-07-2022,OBCL,Smallcap,Services
22-07-2022,SRHHYPOLTD,Smallcap,Industrials
22-07-2022,MOIL,Midcap,Industrials
22-07-2022,NURECA,Smallcap,I.T
25-07-2022,FOSECOIND,Smallcap,Industrials
25-07-2022,SWARAJENG,Smallcap,FMCG
25-07-2022,EMUDHRA,Midcap,I.T
25-07-2022,VINYLINDIA,Smallcap,Services
25-07-2022,KREBSBIO,Smallcap,Pharmaceuticals
25-07-2022,NAVINFLUOR,Midcap,Industrials
25-07-2022,20MICRONS,Smallcap,Industrials
25-07-2022,DLINKINDIA,Smallcap,Services
26-07-2022,LAMBODHARA,Smallcap,Textiles
26-07-2022,EIHOTEL,Largecap,Services
26-07-2022,TTKHLTCARE,Smallcap,Miscellaneous
26-07-2022,EMUDHRA,Midcap,I.T
26-07-2022,EIHAHOTELS,Smallcap,Services
26-07-2022,VINATIORGA,Midcap,Industrials
26-07-2022,GANGESSECU,Smallcap,Finance
26-07-2022,ASTRAMICRO,Midcap,Aerospace & Defence
26-07-2022,GEECEE,Smallcap,Realty
27-07-2022,TATAINVEST,Largecap,Finance
27-07-2022,HUHTAMAKI,Smallcap,Services
27-07-2022,PRUDENT,Midcap,Services
27-07-2022,SHOPERSTOP,Midcap,FMCG
28-07-2022,MAHSCOOTER,Midcap,Finance
28-07-2022,IFBIND,Midcap,FMCG
28-07-2022,ZOTA,Smallcap,Pharmaceuticals
28-07-2022,KUANTUM,Smallcap,Industrials
28-07-2022,DBCORP,Smallcap,Media
28-07-2022,EQUAL50ADD,Smallcap,Indices
28-07-2022,METROBRAND,Largecap,FMCG
29-07-2022,FACT,Largecap,Industrials
29-07-2022,FINCABLES,Midcap,Industrials
29-07-2022,GMMPFAUDLR,Midcap,FMCG
29-07-2022,WESTLIFE,Midcap,Quick Service Restaurant
29-07-2022,STCINDIA,Smallcap,Services
29-07-2022,TVSHLTD,Midcap,Finance
29-07-2022,INFOBEAN,Smallcap,I.T
29-07-2022,IRIS,Smallcap,I.T
29-07-2022,MID150BEES,Smallcap,Indices
29-07-2022,ROUTE,Midcap,I.T
01-08-2022,ARVIND,Midcap,Textiles
01-08-2022,GODFRYPHLP,Largecap,FMCG
01-08-2022,NRAIL,Smallcap,Industrials
01-08-2022,NILKAMAL,Smallcap,FMCG
01-08-2022,EVEREADY,Smallcap,Miscellaneous
01-08-2022,AGARIND,Smallcap,Oils
01-08-2022,NAZARA,Midcap,Telecom
01-08-2022,METROBRAND,Largecap,FMCG
02-08-2022,VEEDOL,Smallcap,Industrials
02-08-2022,KANSAINER,Midcap,Industrials
02-08-2022,ORBTEXP,Smallcap,Textiles
02-08-2022,JAYBARMARU,Smallcap,Auto
02-08-2022,VENKEYS,Smallcap,Miscellaneous
02-08-2022,BALAXI,Smallcap,Pharmaceuticals
02-08-2022,PANACEABIO,Smallcap,Pharmaceuticals
02-08-2022,TCI,Midcap,Services
02-08-2022,INDIGOPNTS,Midcap,Industrials
02-08-2022,NAZARA,Midcap,Telecom
02-08-2022,LUXIND,Midcap,Textiles
03-08-2022,NAVNETEDUL,Smallcap,Miscellaneous
03-08-2022,TVSSRICHAK,Smallcap,Auto
03-08-2022,GICRE,Largecap,Services
03-08-2022,NIACL,Largecap,Services
03-08-2022,CHEMFAB,Smallcap,Industrials
03-08-2022,ACCELYA,Smallcap,I.T
03-08-2022,ACLGATI,Smallcap,FMCG
03-08-2022,TAJGVK,Smallcap,Services
03-08-2022,ECLERX,Midcap,I.T
03-08-2022,BRIGADE,Largecap,Realty
03-08-2022,RPGLIFE,Smallcap,Pharmaceuticals
03-08-2022,CAREERP,Smallcap,Services
03-08-2022,MOIL,Midcap,Industrials
03-08-2022,SCHNEIDER,Midcap,FMCG
04-08-2022,LUPIN,Largecap,Pharmaceuticals
04-08-2022,SHAILY,Midcap,FMCG
04-08-2022,RUBYMILLS,Smallcap,Textiles
04-08-2022,HLEGLAS,Smallcap,FMCG
04-08-2022,HESTERBIO,Smallcap,Pharmaceuticals
04-08-2022,KOTHARIPRO,Smallcap,Services
04-08-2022,REDINGTON,Midcap,Services
04-08-2022,PGIL,Midcap,FMCG
04-08-2022,RANEENGINE,Smallcap,Auto
05-08-2022,BAYERCROP,Largecap,Industrials
05-08-2022,STEELCAS,Smallcap,Industrials
05-08-2022,OBCL,Smallcap,Services
05-08-2022,FDC,Midcap,Pharmaceuticals
05-08-2022,PONNIERODE,Smallcap,FMCG
05-08-2022,ALKALI,Smallcap,Industrials
08-08-2022,HEIDELBERG,Smallcap,Industrials
08-08-2022,VLSFINANCE,Smallcap,Finance
08-08-2022,AGSTRA,Smallcap,I.T
08-08-2022,APOLSINHOT,Smallcap,Services
08-08-2022,SANDESH,Smallcap,Media
08-08-2022,IRIS,Smallcap,I.T
08-08-2022,BHARATWIRE,Smallcap,Metals
10-08-2022,TATACHEM,Largecap,Industrials
10-08-2022,RAINBOW,Midcap,Pharmaceuticals
10-08-2022,SALZERELEC,Smallcap,FMCG
10-08-2022,SUPERHOUSE,Smallcap,FMCG
10-08-2022,CAPACITE,Smallcap,Realty
10-08-2022,SEAMECLTD,Smallcap,Miscellaneous
10-08-2022,SELAN,Smallcap,Oils
10-08-2022,FINEORG,Midcap,Industrials
10-08-2022,REPL,Smallcap,Miscellaneous
10-08-2022,CUB,Midcap,Bank
10-08-2022,BFUTILITIE,Smallcap,Miscellaneous
10-08-2022,BFINVEST,Smallcap,Finance
10-08-2022,CHEMCON,Smallcap,Industrials
10-08-2022,FAIRCHEMOR,Smallcap,Industrials
10-08-2022,NURECA,Smallcap,I.T
11-08-2022,UFLEX,Smallcap,Services
11-08-2022,SAFARI,Midcap,FMCG
11-08-2022,TCPLPACK,Smallcap,Services
11-08-2022,KINGFA,Smallcap,FMCG
11-08-2022,SGIL,Smallcap,Industrials
11-08-2022,MAZDOCK,Largecap,Aerospace & Defence
11-08-2022,EMKAY,Smallcap,Services
11-08-2022,KIRLOSENG,Midcap,FMCG
11-08-2022,HOMEFIRST,Midcap,Finance
12-08-2022,KSB,Midcap,FMCG
12-08-2022,PHOENIXLTD,Largecap,Realty
12-08-2022,GOCLCORP,Smallcap,Industrials
12-08-2022,HINDCOMPOS,Smallcap,Auto
12-08-2022,CREST,Smallcap,Finance
12-08-2022,MINDTECK,Smallcap,I.T
12-08-2022,CENTUM,Smallcap,FMCG
12-08-2022,INDOBORAX,Smallcap,Industrials
12-08-2022,PANSARI,Smallcap,Realty
16-08-2022,ASIANHOTNR,Smallcap,Services
16-08-2022,MHLXMIRU,Smallcap,Textiles
16-08-2022,HONAUT,Largecap,FMCG
16-08-2022,AARVI,Smallcap,Miscellaneous
16-08-2022,HDFCAMC,Largecap,Finance
16-08-2022,MAXHEALTH,Largecap,Pharmaceuticals
16-08-2022,UTIAMC,Midcap,Finance
16-08-2022,PGIL,Midcap,FMCG
16-08-2022,SELMC,Smallcap,Textiles
16-08-2022,REPCOHOME,Smallcap,Finance
17-08-2022,BHARATGEAR,Smallcap,Auto
17-08-2022,TAINWALCHM,Smallcap,Services
17-08-2022,NAVA,Midcap,Miscellaneous
17-08-2022,SANGAMIND,Smallcap,Textiles
17-08-2022,AARTIDRUGS,Smallcap,Pharmaceuticals
17-08-2022,GKWLIMITED,Smallcap,
17-08-2022,WEALTH,Smallcap,Services
17-08-2022,TECHNOE,Midcap,Realty
17-08-2022,HAPPSTMNDS,Midcap,I.T
17-08-2022,ITDC,Midcap,Services
17-08-2022,SHRIRAMPPS,Smallcap,Realty
18-08-2022,BAJAJELEC,Midcap,FMCG
18-08-2022,GANDHITUBE,Smallcap,Metals
18-08-2022,VESUVIUS,Midcap,Industrials
18-08-2022,IOLCP,Smallcap,Pharmaceuticals
18-08-2022,INDOAMIN,Smallcap,Industrials
18-08-2022,MMP,Smallcap,Metals
18-08-2022,TVSELECT,Smallcap,I.T
19-08-2022,TAINWALCHM,Smallcap,Services
19-08-2022,SMLT,Smallcap,Metals
19-08-2022,BANARBEADS,Smallcap,Industrials
19-08-2022,MEDICAMEQ,Smallcap,Pharmaceuticals
19-08-2022,WOCKPHARMA,Largecap,Pharmaceuticals
22-08-2022,GILLETTE,Largecap,FMCG
22-08-2022,CCL,Midcap,FMCG
22-08-2022,ELDEHSG,Smallcap,Realty
22-08-2022,ORCHPHARMA,Midcap,Pharmaceuticals
22-08-2022,DBCORP,Smallcap,Media
22-08-2022,APTUS,Midcap,Finance
23-08-2022,BEPL,Smallcap,Oils
23-08-2022,SHANTIGEAR,Smallcap,FMCG
23-08-2022,AIROLAM,Smallcap,Plywood Boards/Laminates
23-08-2022,SELAN,Smallcap,Oils
24-08-2022,LYKALABS,Smallcap,Pharmaceuticals
24-08-2022,MHLXMIRU,Smallcap,Textiles
24-08-2022,YUKEN,Smallcap,FMCG
24-08-2022,VINYLINDIA,Smallcap,Services
24-08-2022,MEDICAMEQ,Smallcap,Pharmaceuticals
24-08-2022,TVTODAY,Smallcap,Media
24-08-2022,JINDALPHOT,Smallcap,Finance
24-08-2022,NATHBIOGEN,Smallcap,Miscellaneous
24-08-2022,SHIVALIK,Smallcap,Industrials
25-08-2022,ESTER,Smallcap,Services
25-08-2022,KDDL,Smallcap,FMCG
25-08-2022,ACCELYA,Smallcap,I.T
25-08-2022,JINDALPHOT,Smallcap,Finance
25-08-2022,GEECEE,Smallcap,Realty
25-08-2022,TIMETECHNO,Midcap,FMCG
25-08-2022,RAMKY,Smallcap,Realty
26-08-2022,SURYAROSNI,Midcap,Metals
26-08-2022,UNIENTER,Smallcap,Services
26-08-2022,AUSOMENT,Smallcap,Services
26-08-2022,ICIL,Midcap,Textiles
26-08-2022,KPIL,Midcap,Realty
26-08-2022,KIOCL,Largecap,Industrials
26-08-2022,NIACL,Largecap,Services
26-08-2022,AHLADA,Smallcap,Metals
26-08-2022,MAZDOCK,Largecap,Aerospace & Defence
26-08-2022,DCBBANK,Smallcap,Bank
29-08-2022,CENTUM,Smallcap,FMCG
29-08-2022,RAMAPHO,Smallcap,Industrials
29-08-2022,JUBLPHARMA,Midcap,Pharmaceuticals
29-08-2022,LOKESHMACH,Smallcap,FMCG
29-08-2022,SASTASUNDR,Smallcap,Finance
29-08-2022,PARAS,Smallcap,Aerospace & Defence
29-08-2022,MAXIND,Smallcap,Finance
30-08-2022,GOCLCORP,Smallcap,Industrials
30-08-2022,KREBSBIO,Smallcap,Pharmaceuticals
30-08-2022,ARTNIRMAN,Smallcap,Realty
30-08-2022,DPWIRES,Smallcap,Metals
30-08-2022,AARON,Smallcap,FMCG
30-08-2022,VAIBHAVGBL,Smallcap,Miscellaneous
30-08-2022,SMARTLINK,Smallcap,Finance
30-08-2022,PARAS,Smallcap,Aerospace & Defence
30-08-2022,BESTAGRO,Smallcap,Industrials
01-09-2022,DREDGECORP,Smallcap,Miscellaneous
01-09-2022,AARON,Smallcap,FMCG
01-09-2022,AARTISURF,Smallcap,Industrials
01-09-2022,KIMS,Largecap,Pharmaceuticals
01-09-2022,VIJAYA,Midcap,Pharmaceuticals
02-09-2022,EIHOTEL,Largecap,Services
02-09-2022,GMMPFAUDLR,Midcap,FMCG
02-09-2022,ASAL,Smallcap,Auto
02-09-2022,EIHAHOTELS,Smallcap,Services
02-09-2022,AKSHARCHEM,Smallcap,Industrials
02-09-2022,SHIVAMILLS,Smallcap,Textiles
02-09-2022,DATAMATICS,Smallcap,I.T
02-09-2022,ACE,Midcap,FMCG
02-09-2022,VALIANTORG,Smallcap,Industrials
05-09-2022,BIRLACABLE,Smallcap,Industrials
05-09-2022,EXIDEIND,Largecap,Auto
05-09-2022,MANORG,Smallcap,Industrials
05-09-2022,SKMEGGPROD,Smallcap,FMCG
05-09-2022,NAHARPOLY,Smallcap,Services
05-09-2022,MACPOWER,Smallcap,Industrials
05-09-2022,SWELECTES,Smallcap,FMCG
05-09-2022,BFUTILITIE,Smallcap,Miscellaneous
05-09-2022,CERA,Midcap,Industrials
05-09-2022,RSYSTEMS,Midcap,I.T
05-09-2022,BFINVEST,Smallcap,Finance
05-09-2022,TRITURBINE,Largecap,FMCG
05-09-2022,SREEL,Smallcap,Services
06-09-2022,BIRLACABLE,Smallcap,Industrials
06-09-2022,ESABINDIA,Midcap,FMCG
